"University of Texas at San Antonio Schedule of Classes"
""
"These are the search criteria you submitted :"
"Term: Fall 2015"
"Subject:     CS "
"Course Number: %"
"Attributes: Any"
"Part of Term: Any"
Time Blocks: Any
"Campus: Any"
""
"FALL 2015 (201610)"
"Status","Subject","Course","Section","CRN","Title","Cred","Meeting Days","Times","Campus","Location","Instructor","Date","Weeks","Seats","Enrolled","Available","Final Exam","Fees","Notes","Comments"
"OPEN","CS","4993","003","11432","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","004","11433","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","005","11434","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","006","11435","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","007","11436","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","008","11437","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","009","11438","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","010","11439","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","011","11440","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","012","11441","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","013","11442","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","014","11443","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","015","11444","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","016","11445","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","017","10419","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","018","11857","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","019","11858","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","020","12288","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","021","12289","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","022","12290","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","023","12293","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","024","12294","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","025","12970","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $30,AO, 
"OPEN","CS","4993","026","13690","Honors Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $30,AO, 
"OPEN","CS","5103","001","16376","Software Engineering",  3,"TR","6:00-7:15pm","Main Camp","TBA","Wang, Xiaoyin",08/18-12/12,17,40,0,40,To be determined by instructor ,  $120,OW, 
"OPEN","CS","5113","001","19053","Computer Graphics","  3","TR","1:00-2:15pm","Main Camp","TBA","Quarles, John P.",08/18-12/12,17,14,0,14,To be determined by instructor ,  $120,O,Cross-listed with (CS 4383;CS 5113).  Credit can only be earned for one of these classes.
"OPEN","CS","5153","001","14103","User Interfaces and Usability",  3,"TR","4:00-5:15pm","Main Camp","TBA","Quarles, John P.",08/18-12/12,17,20,0,20,To be determined by instructor ,  $120,O,Cross-listed with (CS 5153;CS 4393). Credit can only be earned for one of these classes.
"OPEN","CS","5233","001","19055","Artificial Intelligence","  3","MW","6:00-7:15pm","Main Camp","TBA","Bylander, Thomas",08/18-12/12,17,48,0,48,To be determined by instructor ,  $120,O,Cross-listed with (CS 3793;CS 5233).  Credit can only be earned for one of these classes.
"OPEN","CS","5323","001","13011","Principles of Info Security",  3,"MW","4:00-5:15pm","Main Camp","TBA","Xu, Shouhuai",08/18-12/12,17,35,0,35,To be determined by instructor ,  $120,OW, 
"OPEN","CS","5443","001","19056","Database Management Systems","  3","MW","4:00-5:15pm","Main Camp","TBA","Zhang, Weining",08/18-12/12,17,44,0,44,To be determined by instructor ,  $120,OW, 
"OPEN","CS","5513","001","13564","Computer Architecture",  3,"MW","6:00-7:15pm","Main Camp","TBA","Muzahid, Abdullah A.",08/18-12/12,17,55,0,55,To be determined by instructor ,  $120,OW, 
"OPEN","CS","5523","001","17304","Operating Systems",  3,"TR","7:30-8:45pm","Main Camp","TBA","Liu, Tongping",08/18-12/12,17,40,0,40,To be determined by instructor ,  $120,OW, 
"OPEN","CS","5633","001","17305","Analysis of Algorithms",  3,"TR","6:00-7:15pm","Main Camp","TBA","Gibson, Matthew R.",08/18-12/12,17,35,0,35,To be determined by instructor ,  $120,OW, 
"OPEN","CS","5971","010","15786","Directed Reserarch",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,AO, 
"OPEN","CS","5971","020","15710","Directed Reserarch",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,AO, 
"OPEN","CS","5973","001","10900","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","002","10975","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","003","10976","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","004","11491","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","005","11492","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","006","11493","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","007","11494","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","008","11495","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","009","11496","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","010","11497","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","011","11498","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","012","11499","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","013","11500","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","014","11501","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","015","11502","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","016","11503","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","017","10350","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","018","11777","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","019","11877","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","020","12297","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","021","12298","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","022","12299","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","023","12358","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","024","12300","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5973","025","12971","Directed Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,AO, 
"OPEN","CS","5976","001","11050","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","002","11506","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","003","11507","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","004","11508","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","005","11509","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","006","11510","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","007","11511","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","008","11512","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","009","11513","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","010","11514","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","011","11515","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","012","11516","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","013","11517","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","014","11518","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","015","11519","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","016","11520","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","017","11049","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","018","11859","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","019","11860","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","020","12301","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","021","12302","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","022","12303","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","023","12359","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","024","12304","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","025","12972","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,AO, 
"OPEN","CS","5976","026","13691","Directed Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,  $240,BO, 
"OPEN","CS","6393","001","19057","AT: Cyber Security Data Analyt","  3","MW","7:30-8:45pm","Main Camp","TBA","Xu, Shouhuai",08/18-12/12,17,55,0,55,To be determined by instructor ,  $120,OW, 
"OPEN","CS","6463","003","17306","Topics: Cloud and Big Data",  3,"TR","7:30-8:45pm","Main Camp","TBA","Lama, Palden",08/18-12/12,17,30,0,30,To be determined by instructor ,  $120,OW, 
"OPEN","CS","6953","001","10785","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","002","10793","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","003","10830","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","004","10832","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","005","10977","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","006","10978","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","007","10979","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","008","10998","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","009","11008","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","010","11009","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","011","11010","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","012","11333","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","013","11334","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","014","11335","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","015","11336","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","016","11337","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","017","10168","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","018","11774","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","019","11775","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","020","12023","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","021","12042","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","022","12305","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","023","12306","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","024","12307","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","025","12973","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6953","026","13692","Independent Study",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,  $120,GO, 
"OPEN","CS","6961","001","10796","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","002","11000","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","003","11224","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","004","11468","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","005","11469","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","006","11470","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","007","11471","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","008","11472","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","009","11474","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","010","11475","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","011","11476","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","012","11477","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","013","11478","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","014","11479","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","015","11480","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","016","11481","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","017","10258","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","018","11861","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","019","11862","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","020","12308","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","021","12309","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","022","12310","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","023","12311","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","024","12312","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","025","12974","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6961","026","13693","Comprehensive Exam",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BEO, 
"OPEN","CS","6981","001","13694","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","002","13695","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","003","13696","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","004","13697","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","005","13698","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","006","13699","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,, 
"OPEN","CS","6981","007","13711","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","008","13712","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","009","13713","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","010","13714","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","011","13715","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","012","13716","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","013","13717","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","014","13718","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","015","13719","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","016","13720","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","017","13721","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","018","13722","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","019","13723","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
